[[475 608]] , [[476 607]]
[[ 70 484]] , [[ 70 491]]
[[599 746]] , [[598 747]]
[[ 40 531]] , [[ 40 535]]
[[ 75 493]] , [[ 75 494]]
[[545 614]] , [[546 613]]
[[687 915]] , [[688 914]]
[[ 939 1054]] , [[ 940 1053]]
[[685 913]] , [[686 913]]
[[  27 1098]] , [[  28 1097]]
[[  27 1098]] , [[  28 1097]]
[[473 918]] , [[474 917]]
[[ 530 1004]] , [[ 531 1003]]
[[ 68 484]] , [[ 68 485]]
[[ 40 474]] , [[ 40 478]]
[[187 262]] , [[187 267]]
[[  5 516]] , [[  4 517]]
[[407 580]] , [[408 579]]
[[  33 1084]] , [[  34 1083]]
[[   9 1106]] , [[  10 1105]]
[[753 874]] , [[753 879]]
[[ 61 464]] , [[ 61 485]]
[[ 61 444]] , [[ 61 449]]
[[381 916]] , [[382 915]]
[[690 912]] , [[691 911]]
[[381 915]] , [[408 915]]
[[ 396 1014]] , [[ 396 1021]]
[[  17 1096]] , [[  18 1095]]
[[920 610]] , [[920 611]]
[[  71 1153]] , [[  71 1157]]
[[766 741]] , [[765 742]]
[[  72 1162]] , [[  72 1175]]
[[  19 1082]] , [[  20 1081]]
[[  72 1168]] , [[  71 1169]]
[[712 576]] , [[711 577]]
[[380 542]] , [[380 543]]
[[375 914]] , [[376 913]]
[[916 608]] , [[914 610]]
[[452 962]] , [[452 965]]
[[  35 1066]] , [[  36 1065]]
[[520 724]] , [[519 725]]
[[  67 1214]] , [[  67 1229]]
[[910 606]] , [[910 615]]
[[398 984]] , [[398 991]]
[[ 433 1015]] , [[ 433 1017]]
[[ 228 1006]] , [[ 228 1011]]
[[416 974]] , [[415 975]]
[[ 393 1013]] , [[ 394 1012]]
[[430 974]] , [[430 979]]
[[ 52 550]] , [[ 52 555]]
[[479 912]] , [[480 911]]
[[400 984]] , [[400 993]]
[[488 909]] , [[489 908]]
[[414 958]] , [[414 969]]
[[403 986]] , [[402 987]]
[[458 718]] , [[457 719]]
[[317 906]] , [[318 905]]
[[475 608]] , [[476 607]]
[[62 19]] , [[62 23]]
[[282  27]] , [[282  31]]
[[302 568]] , [[302 569]]
[[ 33 482]] , [[ 32 483]]
[[566 740]] , [[566 744]]
[[568 740]] , [[568 745]]
[[410 736]] , [[410 741]]
[[ 47 448]] , [[ 47 452]]
[[375 596]] , [[376 595]]
[[  0 528]] , [[  0 532]]
[[  0 528]] , [[  0 533]]
[[504 940]] , [[504 945]]
[[588 741]] , [[588 745]]
[[ 12 544]] , [[ 12 549]]
[[389 594]] , [[390 593]]
[[582 746]] , [[582 750]]
[[707 616]] , [[708 615]]
[[ 26 542]] , [[ 26 549]]
[[ 28 537]] , [[ 28 541]]
[[ 80 484]] , [[ 80 485]]
[[622 740]] , [[622 741]]
[[622 740]] , [[622 741]]
[[841 606]] , [[842 605]]
[[853 605]] , [[854 604]]
[[  27 1052]] , [[  28 1051]]
[[831 756]] , [[832 755]]
[[ 22 535]] , [[ 21 536]]
[[ 28 535]] , [[ 28 539]]
[[494 738]] , [[494 742]]
[[465 594]] , [[466 593]]
[[401 596]] , [[402 595]]
[[647 606]] , [[648 605]]
[[471 918]] , [[472 917]]
[[841 606]] , [[842 605]]
[[835 756]] , [[836 755]]
[[  0 526]] , [[  0 531]]
[[ 39 536]] , [[ 38 537]]
[[  0 526]] , [[  0 531]]
[[604 740]] , [[604 744]]
[[ 14 526]] , [[ 14 531]]
[[604 740]] , [[604 744]]
[[ 36 540]] , [[ 36 545]]
[[735 946]] , [[736 945]]
[[471 918]] , [[472 917]]
[[385 564]] , [[383 566]]
[[108 313]] , [[108 317]]
[[653 604]] , [[654 603]]
[[653 604]] , [[654 603]]
[[839 606]] , [[840 605]]
[[469 918]] , [[470 917]]
[[735 978]] , [[736 977]]
[[  59 1084]] , [[  60 1083]]
[[ 10 950]] , [[ 10 953]]
[[469 918]] , [[470 917]]
[[678 913]] , [[681 913]]
[[ 76 486]] , [[ 76 491]]
[[ 711 1042]] , [[ 712 1041]]
[[ 712 1042]] , [[ 713 1041]]
[[663 916]] , [[664 915]]
[[ 72 480]] , [[ 72 484]]
[[  4 538]] , [[  4 543]]
[[473 736]] , [[472 737]]
[[369 596]] , [[370 595]]
[[436 738]] , [[436 742]]
[[  0 538]] , [[  0 545]]
[[ 17 478]] , [[ 17 479]]
[[ 77 489]] , [[ 77 491]]
[[ 36 526]] , [[ 36 531]]
[[569 739]] , [[569 744]]
[[638 739]] , [[638 743]]
[[354 828]] , [[355 827]]
[[843 608]] , [[844 607]]
[[843 608]] , [[844 607]]
[[371 695]] , [[372 694]]
[[ 27 524]] , [[ 26 525]]
[[ 63 314]] , [[ 63 319]]
[[ 65 304]] , [[ 65 309]]
[[ 40 530]] , [[ 39 531]]
[[ 70 484]] , [[ 70 491]]
[[ 70 484]] , [[ 70 491]]
[[ 70 484]] , [[ 70 491]]
[[599 746]] , [[598 747]]
[[ 40 531]] , [[ 40 535]]
[[ 75 493]] , [[ 75 494]]
[[545 614]] , [[546 613]]
[[687 915]] , [[688 914]]
[[ 939 1054]] , [[ 940 1053]]
[[685 913]] , [[686 913]]
[[  27 1098]] , [[  28 1097]]
[[  27 1098]] , [[  28 1097]]
[[473 918]] , [[474 917]]
[[ 530 1004]] , [[ 531 1003]]
[[ 68 484]] , [[ 68 485]]
[[ 40 474]] , [[ 40 478]]
[[187 262]] , [[187 267]]
[[  5 516]] , [[  4 517]]
[[407 580]] , [[408 579]]
[[  33 1084]] , [[  34 1083]]
[[   9 1106]] , [[  10 1105]]
[[753 874]] , [[753 879]]
[[ 61 464]] , [[ 61 485]]
[[ 61 444]] , [[ 61 449]]
[[381 916]] , [[382 915]]
[[690 912]] , [[691 911]]
[[381 915]] , [[408 915]]
[[ 396 1014]] , [[ 396 1021]]
[[  17 1096]] , [[  18 1095]]
[[920 610]] , [[920 611]]
[[  71 1153]] , [[  71 1157]]
[[766 741]] , [[765 742]]
[[  72 1162]] , [[  72 1175]]
[[  19 1082]] , [[  20 1081]]
[[  72 1168]] , [[  71 1169]]
[[712 576]] , [[711 577]]
[[380 542]] , [[380 543]]
[[375 914]] , [[376 913]]
[[916 608]] , [[914 610]]
[[452 962]] , [[452 965]]
[[  35 1066]] , [[  36 1065]]
[[520 724]] , [[519 725]]
[[  67 1214]] , [[  67 1229]]
[[910 606]] , [[910 615]]
[[398 984]] , [[398 991]]
[[ 433 1015]] , [[ 433 1017]]
[[ 228 1006]] , [[ 228 1011]]
[[416 974]] , [[415 975]]
[[ 393 1013]] , [[ 394 1012]]
[[430 974]] , [[430 979]]
[[ 52 550]] , [[ 52 555]]
[[479 912]] , [[480 911]]
[[400 984]] , [[400 993]]
[[488 909]] , [[489 908]]
[[414 958]] , [[414 969]]
[[403 986]] , [[402 987]]
[[458 718]] , [[457 719]]
[[317 906]] , [[318 905]]
[[178 900]] , [[178 915]]
[[398 996]] , [[ 398 1006]]
[[398 996]] , [[ 398 1007]]
[[188 950]] , [[188 961]]
[[398 996]] , [[ 398 1005]]
[[394 970]] , [[394 975]]
[[ 367 1002]] , [[ 367 1003]]
[[394 968]] , [[394 973]]
[[390 894]] , [[390 908]]
[[380 854]] , [[380 859]]
[[446 838]] , [[446 847]]
[[146 362]] , [[146 367]]
[[188 454]] , [[188 458]]
[[356 832]] , [[356 835]]
[[356 832]] , [[356 835]]
[[356 832]] , [[356 835]]
[[240 834]] , [[240 835]]
